"species","resilience"
"Mycteroperca rosacea","Low"
"Mycteroperca rubra","Medium"
"Mycteroperca tigris","Low"
"Mycteroperca venenosa","Low"
"Mycteroperca xenarcha","Low"
"Myctophum affine","Medium"
"Myctophum asperum","High"
"Myctophum aurolaternatum","Medium"
"Myctophum brachygnathum","Medium"
"Myctophum fissunovi","High"
"Myctophum indicum","Medium"
"Myctophum lunatum","High"
"Myctophum lychnobium","High"
"Myctophum nitidulum","Medium"
"Myctophum obtusirostre","High"
"Myctophum orientale","Medium"
"Myctophum ovcharovi","High"
"Myctophum phengodes","Medium"
"Myctophum punctatum","Medium"
"Myctophum selenops","High"
"Myctophum spinosum","Medium"
"Myersglanis blythii","High"
"Myersglanis jayarami","High"
"Myersina adonis","High"
"Myersina crocata","High"
"Myersina filifer","High"
"Myersina lachneri","High"
"Myersina macrostoma","High"
"Myersina nigrivirgata","High"
"Myersina papuanus","High"
"Myersina pretoriusi","High"
"Myersina yangii","High"
"Mylesinus paraschomburgkii","High"
"Mylesinus paucisquamatus","High"
"Mylesinus schomburgkii","High"
"Myleus altipinnis","High"
"Myleus knerii","High"
"Myleus latus","High"
"Myleus micans","High"
"Myleus pacu","High"
"Myleus setiger","High"
"Myliobatis aquila","Very low"
"Myliobatis australis","Low"
"Myliobatis californica","Low"
"Myliobatis chilensis","Low"
"Myliobatis freminvillei","Very low"
"Myliobatis goodei","Very low"
"Myliobatis hamlyni","Low"
"Myliobatis longirostris","Low"
"Myliobatis peruvianus","Low"
"Myliobatis ridens","Medium"
"Myliobatis tenuicaudatus","Low"
"Myliobatis tobijei","Low"
"Mylocheilus caurinus","Medium"
"Mylochromis anaphyrmus","High"
"Mylochromis balteatus","High"
"Mylochromis chekopae","High"
"Mylochromis ensatus","High"
"Mylochromis epichorialis","High"
"Mylochromis ericotaenia","High"
"Mylochromis formosus","High"
"Mylochromis gracilis","High"
"Mylochromis guentheri","High"
"Mylochromis incola","High"
"Mylochromis labidodon","High"
"Mylochromis lateristriga","High"
"Mylochromis melanonotus","High"
"Mylochromis melanotaenia","High"
"Mylochromis mola","High"
"Mylochromis mollis","High"
"Mylochromis obtusus","High"
"Mylochromis plagiotaenia","High"
"Mylochromis semipalatus","High"
"Mylochromis sphaerodon","High"
"Mylochromis spilostichus","High"
"Mylopharodon conocephalus","Very low"
"Mylopharyngodon piceus","Low"
"Myloplus arnoldi","High"
"Myloplus asterias","High"
"Myloplus levis","High"
"Myloplus lobatus","High"
"Myloplus lucienae","High"
"Myloplus planquettei","Medium"
"Myloplus rhomboidalis","Medium"
"Myloplus rubripinnis","High"
"Myloplus schomburgkii","High"
"Myloplus ternetzi","High"
"Myloplus tiete","High"
"Myloplus torquatus","High"
"Myloplus zorroi","High"
"Mylossoma acanthogaster","High"
"Mylossoma aureum","High"
"Mylossoma duriventre","High"
"Myoglanis aspredinoides","High"
"Myoglanis koepckei","High"
"Myomyrus macrodon","High"
"Myomyrus macrops","High"
"Myomyrus pharao","Medium"
"Myoxocephalus aenaeus","Medium"
"Myoxocephalus brandtii","Low"
"Myoxocephalus jaok","Low"
"Myoxocephalus matsubarai","Low"
"Myoxocephalus niger","Low"
"Myoxocephalus ochotensis","Very low"
"Myoxocephalus octodecemspinosus","High"
"Myoxocephalus polyacanthocephalus","Low"
"Myoxocephalus quadricornis","Low"
"Myoxocephalus scorpioides","Medium"
"Myoxocephalus scorpius","Medium"
"Myoxocephalus sinensis","Very low"
"Myoxocephalus stelleri","Medium"
"Myoxocephalus thompsonii","Medium"
"Myoxocephalus tuberculatus","Very low"
"Myoxocephalus yesoensis","Very low"
"Myrichthys aspetocheiros","High"
"Myrichthys breviceps","Medium"
"Myrichthys colubrinus","Medium"
"Myrichthys maculosus","Medium"
"Myrichthys magnificus","Medium"
"Myrichthys ocellatus","Medium"
"Myrichthys paleracio","High"
"Myrichthys pantostigmius","High"
"Myrichthys pardalis","Medium"
"Myrichthys tigrinus","Medium"
"Myrichthys xysturus","Medium"
"Myripristis adusta","High"
"Myripristis amaena","Medium"
"Myripristis astakhovi","High"
"Myripristis aulacodes","High"
"Myripristis berndti","High"
"Myripristis botche","High"
"Myripristis chryseres","High"
"Myripristis clarionensis","High"
"Myripristis earlei","High"
"Myripristis formosa","High"
"Myripristis gildi","High"
"Myripristis greenfieldi","High"
"Myripristis hexagona","High"
"Myripristis jacobus","High"
"Myripristis kochiensis","High"
"Myripristis kuntee","High"
"Myripristis leiognathus","High"
"Myripristis murdjan","Medium"
"Myripristis pralinia","High"
"Myripristis randalli","High"
"Myripristis robusta","High"
"Myripristis seychellensis","High"
"Myripristis tiki","High"
"Myripristis trachyacron","High"
"Myripristis violacea","High"
"Myripristis vittata","High"
"Myripristis woodsi","High"
"Myripristis xanthacra","High"
"Myrophis anterodorsalis","High"
"Myrophis lepturus","High"
"Myrophis microchir","High"
"Myrophis platyrhynchus","High"
"Myrophis plumbeus","High"
"Myrophis punctatus","High"
"Myrophis vafer","High"
"Mystacoleucus argenteus","High"
"Mystacoleucus atridorsalis","High"
"Mystacoleucus chilopterus","High"
"Mystacoleucus ectypus","High"
"Mystacoleucus greenwayi","High"
"Mystacoleucus lepturus","High"
"Mystacoleucus marginatus","Medium"
"Mystacoleucus padangensis","High"
"Mystriophis crosnieri","Medium"
"Mystriophis rostellatus","Low"
"Mystus abbreviatus","Medium"
"Mystus alasensis","Medium"
"Mystus albolineatus","Medium"
"Mystus ankutta","High"
"Mystus armatus","Medium"
"Mystus armiger","Medium"
"Mystus atrifasciatus","Medium"
"Mystus bimaculatus","Medium"
"Mystus bleekeri","Medium"
"Mystus bocourti","Medium"
"Mystus canarensis","Medium"
"Mystus carcio","High"
"Mystus castaneus","Medium"
"Mystus catapogon","High"
"Mystus cavasius","Medium"
"Mystus chinensis","Medium"
"Mystus cineraceus","Medium"
"Mystus dibrugarensis","Medium"
"Mystus falcarius","Medium"
"Mystus gulio","Medium"
"Mystus heoki","High"
"Mystus horai","High"
"Mystus impluviatus","Medium"
"Mystus indicus","High"
"Mystus keletius","Medium"
"Mystus keralai","High"
"Mystus leucophasis","Medium"
"Mystus malabaricus","Medium"
"Mystus menoni","High"
"Mystus montanus","Medium"
"Mystus multiradiatus","Medium"
"Mystus mysticetus","Medium"
"Mystus nanus","High"
"Mystus ngasep","High"
"Mystus nigriceps","Medium"
"Mystus oculatus","Medium"
"Mystus pelusius","Medium"
"Mystus pulcher","Medium"
"Mystus punctifer","Medium"
"Mystus rhegma","Medium"
"Mystus rufescens","Medium"
"Mystus seengtee","Medium"
"Mystus singaringan","Medium"
"Mystus tengara","Medium"
"Mystus velifer","High"
"Mystus vittatus","Medium"
"Mystus wolffii","Medium"
"Mystus zeylanicus","High"
"Myxine affinis","Low"
"Myxine australis","Low"
"Myxine capensis","Low"
"Myxine circifrons","Low"
"Myxine debueni","Low"
"Myxine dorsum","Low"
"Myxine fernholmi","Low"
"Myxine formosana","Low"
"Myxine garmani","Low"
"Myxine glutinosa","Low"
"Myxine hubbsi","Low"
"Myxine hubbsoides","Low"
"Myxine ios","Low"
"Myxine knappi","Low"
"Myxine kuoi","Low"
"Myxine limosa","Low"
"Myxine mccoskeri","Low"
"Myxine mcmillanae","Low"
"Myxine paucidens","Low"
"Myxine pequenoi","Low"
"Myxine robinsorum","Low"
"Myxine sotoi","Low"
"Myxocyprinus asiaticus","Low"
"Myxodagnus belone","High"
"Myxodagnus sagitta","High"
"Myxodagnus walkeri","High"
"Myxus elongatus","High"
"Naevochromis chrysogaster","High"
"Nagaichthys filipes","High"
"Nalbantichthys elongatus","Medium"
"Nandopsis haitiensis","High"
"Nandopsis ramsdeni","High"
"Nandopsis tetracanthus","High"
"Nandus mercatus","High"
"Nandus nandus","High"
"Nandus oxyrhynchus","High"
"Nangra assamensis","Medium"
"Nangra bucculenta","High"
"Nangra nangra","High"
"Nangra ornata","High"
"Nangra robusta","Medium"
"Nannacara adoketa","High"
"Nannacara anomala","High"
"Nannacara aureocephalus","High"
"Nannacara bimaculata","High"
"Nannacara quadrispinae","High"
"Nannacara taenia","High"
"Nannaethiops bleheri","High"
"Nannaethiops unitaeniatus","High"
"Nannatherina balstoni","Medium"
"Nannobrachium achirus","Medium"
"Nannobrachium atrum","Medium"
"Nannobrachium bristori","Medium"
"Nannobrachium crypticum","Medium"
"Nannobrachium cuprarium","Medium"
"Nannobrachium fernae","Medium"
"Nannobrachium gibbsi","Medium"
"Nannobrachium hawaiiensis","Medium"
"Nannobrachium idostigma","Medium"
"Nannobrachium indicum","Medium"
"Nannobrachium isaacsi","Medium"
"Nannobrachium lineatum","Low"
"Nannobrachium nigrum","Medium"
"Nannobrachium phyllisae","Medium"
"Nannobrachium regale","Medium"
"Nannobrachium ritteri","Medium"
"Nannobrachium wisneri","Medium"
"Nannocampus elegans","High"
"Nannocampus lindemanensis","High"
"Nannocampus pictus","High"
"Nannocampus subosseus","High"
"Nannocampus weberi","High"
"Nannocharax altus","High"
"Nannocharax angolensis","High"
"Nannocharax ansorgii","High"
"Nannocharax brevis","High"
"Nannocharax dageti","High"
"Nannocharax elongatus","High"
"Nannocharax fasciatus","High"
"Nannocharax fasciolaris","High"
"Nannocharax gracilis","High"
"Nannocharax hastatus","High"
"Nannocharax hollyi","High"
"Nannocharax intermedius","High"
"Nannocharax latifasciatus","High"
"Nannocharax lineomaculatus","High"
"Nannocharax lineostriatus","High"
"Nannocharax luapulae","High"
"Nannocharax machadoi","High"
"Nannocharax macropterus","High"
"Nannocharax maculicauda","High"
"Nannocharax micros","High"
"Nannocharax minutus","High"
"Nannocharax monardi","High"
"Nannocharax multifasciatus","High"
"Nannocharax niloticus","High"
"Nannocharax occidentalis","High"
"Nannocharax ocellicauda","High"
"Nannocharax ogoensis","High"
"Nannocharax parvus","High"
"Nannocharax procatopus","High"
"Nannocharax pteron","High"
"Nannocharax reidi","High"
"Nannocharax rubensteini","High"
"Nannocharax rubrolabiatus","High"
"Nannocharax schoutedeni","High"
"Nannocharax signifer","High"
"Nannocharax taenia","High"
"Nannocharax uniocellatus","High"
"Nannocharax usongo","High"
"Nannocharax wittei","High"
"Nannocharax zebra","High"
"Nannoglanis fasciatus","High"
"Nannoperca australis","Medium"
"Nannoperca obscura","Medium"
"Nannoperca oxleyana","Medium"
"Nannoperca pygmaea","High"
"Nannoperca variegata","Medium"
"Nannoperca vittata","Medium"
"Nannopetersius ansorgii","High"
"Nannopetersius lamberti","High"
"Nannopetersius mutambuei","High"
"Nannoplecostomus eleonorae","High"
"Nannoptopoma spectabile","High"
"Nannoptopoma sternoptychum","High"
"Nannosalarias nativitatis","High"
"Nannostomus anduzei","High"
"Nannostomus beckfordi","Medium"
"Nannostomus bifasciatus","High"
"Nannostomus britskii","High"
"Nannostomus digrammus","High"
"Nannostomus eques","Medium"
"Nannostomus espei","High"
"Nannostomus grandis","High"
"Nannostomus harrisoni","High"
"Nannostomus limatus","High"
"Nannostomus marginatus","High"
"Nannostomus marilynae","High"
"Nannostomus minimus","High"
"Nannostomus mortenthaleri","High"
"Nannostomus nitidus","High"
"Nannostomus rubrocaudatus","High"
"Nannostomus trifasciatus","High"
"Nannostomus unifasciatus","High"
"Nannothrissa parva","High"
"Nannothrissa stewarti","High"
"Nanobagrus armatus","High"
"Nanobagrus fuscus","High"
"Nanobagrus immaculatus","High"
"Nanobagrus lemniscatus","High"
"Nanobagrus nebulosus","High"
"Nanobagrus stellatus","High"
"Nanobagrus torquatus","High"
"Nanochromis consortus","High"
"Nanochromis minor","High"
"Nanochromis nudiceps","High"
"Nanochromis parilus","High"
"Nanochromis splendens","High"
"Nanochromis teugelsi","High"
"Nanochromis transvestitus","High"
"Nanochromis wickleri","High"
"Narcetes erimelas","Medium"
"Narcetes kamoharai","Medium"
"Narcetes lloydi","Low"
"Narcetes stomias","Low"
"Narcetes wonderi","Low"
"Narcine atzi","Low"
"Narcine bancroftii","Low"
"Narcine brasiliensis","Low"
"Narcine brevilabiata","Low"
"Narcine brunnea","Low"
"Narcine entemedor","Low"
"Narcine insolita","Low"
"Narcine leoparda","Low"
"Narcine lingula","Low"
"Narcine maculata","Low"
"Narcine oculifera","Low"
"Narcine prodorsalis","Low"
"Narcine rierai","Low"
"Narcine timlei","Low"
"Narcine vermiculata","Low"
"Narcinops lasti","Low"
"Narcinops tasmaniensis","Low"
"Narcinops westraliensis","Low"
"Narke capensis","Low"
"Narke dipterygia","Low"
"Narke japonica","Low"
"Naso annulatus","Low"
"Naso brachycentron","Low"
"Naso brevirostris","Medium"
"Naso caeruleacauda","Medium"
"Naso caesius","Medium"
"Naso elegans","Medium"
"Naso fageni","Low"
"Naso hexacanthus","Low"
"Naso lituratus","Medium"
"Naso lopezi","Medium"
"Naso maculatus","Medium"
"Naso mcdadei","Low"
"Naso minor","Medium"
"Naso reticulatus","Medium"
"Naso tergus","Medium"
"Naso thynnoides","Medium"
"Naso tonganus","Medium"
"Naso tuberosus","Medium"
"Naso unicornis","Low"
"Naso vlamingii","Low"
"Nasolamia velox","Very low"
"Natalichthys leptus","High"
"Natalichthys ori","High"
"Natalichthys sam","High"
"Naucrates ductor","High"
"Nautichthys oculofasciatus","Medium"
"Nautichthys pribilovius","High"
"Nautichthys robustus","High"
"Naziritor zhobensis","Medium"
"Nealotus tripes","Medium"
"Neamia articycla","High"
"Neamia notula","High"
"Neamia octospina","High"
"Neamia xenica","High"
"Neatypus obliquus","High"
"Neblinichthys brevibracchium","High"
"Neblinichthys echinasus","High"
"Neblinichthys pilosus","High"
"Neblinichthys yaravi","High"
"Nebris microps","High"
"Nebris occidentalis","Medium"
"Nebrius ferrugineus","Very low"
"Nectamia annularis","High"
"Nectamia bandanensis","High"
"Nectamia fusca","High"
"Nectamia ignitops","High"
"Nectamia luxuria","High"
"Nectamia savayensis","High"
"Nectamia similis","High"
"Nectamia viria","High"
"Nectamia zebrinus","High"
"Nectoliparis pelagicus","High"
"Nedystoma dayi","Medium"
"Nedystoma novaeguineae","High"
"Neenchelys buitendijki","High"
"Neenchelys cheni","High"
"Neenchelys daedalus","High"
"Neenchelys diaphora","High"
"Neenchelys mccoskeri","Medium"
"Neenchelys microtretus","High"
"Neenchelys parvipectoralis","High"
"Neenchelys pelagica","High"
"Neenchelys similis","Medium"
"Negaprion acutidens","Very low"
"Negaprion brevirostris","Very low"
"Nelusetta ayraud","Medium"
"Nemacheilus anguilla","High"
"Nemacheilus arenicolus","High"
"Nemacheilus banar","High"
"Nemacheilus binotatus","High"
"Nemacheilus chrysolaimos","High"
"Nemacheilus cleopatra","High"
"Nemacheilus corica","High"
"Nemacheilus doonensis","High"
"Nemacheilus drassensis","High"
"Nemacheilus elegantissimus","High"
"Nemacheilus fasciatus","High"
"Nemacheilus guentheri","High"
"Nemacheilus huapingensis","High"
"Nemacheilus inglisi","High"
"Nemacheilus jaklesii","High"
"Nemacheilus kaimurensis","High"
"Nemacheilus kapuasensis","Very low"
"Nemacheilus keralensis","High"
"Nemacheilus lactogeneus","High"
"Nemacheilus longipectoralis","High"
"Nemacheilus longipinnis","High"
"Nemacheilus longistriatus","High"
"Nemacheilus lunanensis","High"
"Nemacheilus marang","High"
"Nemacheilus masyae","Medium"
"Nemacheilus menoni","High"
"Nemacheilus monilis","High"
"Nemacheilus olivaceus","High"
"Nemacheilus ornatus","High"
"Nemacheilus oxianus","High"
"Nemacheilus pallidus","Medium"
"Nemacheilus papillos","High"
"Nemacheilus paucimaculatus","High"
"Nemacheilus periyarensis","High"
"Nemacheilus petrubanarescui","High"
"Nemacheilus pfeifferae","High"
"Nemacheilus platiceps","High"
"Nemacheilus pulchellus","High"
"Nemacheilus rueppelli","High"
"Nemacheilus saravacensis","High"
"Nemacheilus selangoricus","High"
"Nemacheilus shehensis","High"
"Nemacheilus shuangjiangensis","High"
"Nemacheilus singhi","High"
"Nemacheilus spiniferus","High"
"Nemacheilus stigmofasciatus","High"
"Nemacheilus subfusca","High"
"Nemacheilus tebo","High"
"Nemacheilus triangularis","Medium"
"Nemacheilus troglocataractus","High"
"Nemacheilus tuberigum","High"
"Nemacheilus yingjiangensis","High"
"Nemachilichthys shimogensis","High"
"Nemadactylus bergi","Medium"
"Nemadactylus douglasii","Very low"
"Nemadactylus gayi","Low"
"Nemadactylus macropterus","Low"
"Nemadactylus monodactylus","Low"
"Nemadactylus valenciennesi","Very low"
"Nemadactylus vemae","Low"
"Nemadoras cristinae","High"
"Nemadoras elongatus","High"
"Nemadoras hemipeltis","High"
"Nemadoras humeralis","High"
"Nemamyxine elongata","Low"
"Nemamyxine kreffti","Low"
"Nemanthias carberryi","High"
"Nemapteryx armiger","Medium"
"Nemapteryx augusta","Low"
"Nemapteryx bleekeri","High"
"Nemapteryx caelata","High"
"Nemapteryx macronotacantha","Medium"
"Nemapteryx nenga","Medium"
"Nematabramis alestes","High"
"Nematabramis borneensis","High"
"Nematabramis everetti","High"
"Nematabramis steindachnerii","High"
"Nematabramis verecundus","High"
"Nematalosa arabica","High"
"Nematalosa come","High"
"Nematalosa erebi","Medium"
"Nematalosa flyensis","High"
"Nematalosa galatheae","High"
"Nematalosa japonica","High"
"Nematalosa nasus","High"
"Nematalosa papuensis","High"
"Nematalosa persara","High"
"Nematalosa resticularia","High"
"Nematalosa vlaminghi","Medium"
"Nematogobius brachynemus","High"
"Nematogobius maindroni","High"
"Nematolebias catimbau","High"
"Nematolebias papilliferus","High"
"Nematolebias whitei","High"
"Nematops grandisquamus","High"
"Nematops macrochirus","Medium"
"Nematops microstoma","High"
"Nematops nanosquama","High"
"Nemichthys curvirostris","Low"
"Nemichthys larseni","Low"
"Nemichthys scolopaceus","Low"
"Nemipterus aurifilum","High"
"Nemipterus aurora","High"
"Nemipterus balinensis","High"
"Nemipterus balinensoides","High"
"Nemipterus bathybius","Medium"
"Nemipterus bipunctatus","High"
"Nemipterus celebicus","High"
"Nemipterus furcosus","High"
"Nemipterus gracilis","High"
"Nemipterus hexodon","High"
"Nemipterus isacanthus","High"
"Nemipterus japonicus","Medium"
"Nemipterus marginatus","High"
"Nemipterus mesoprion","High"
"Nemipterus nematophorus","High"
"Nemipterus nematopus","High"
"Nemipterus nemurus","Medium"
"Nemipterus peronii","High"
"Nemipterus randalli","Medium"
"Nemipterus tambuloides","High"
"Nemipterus theodorei","High"
"Nemipterus thosaporni","Medium"
